# level nx ny res_l2
2 32 32 2.503583e-07
3 16 16 1.108879e-08
4 8 8 6.149802e-10
1 64 64 3.518634e-02
2 32 32 2.481663e-07
3 16 16 1.099170e-08
4 8 8 6.095960e-10
1 64 64 3.487829e-02
2 32 32 2.459935e-07
3 16 16 1.089547e-08
4 8 8 6.042580e-10
1 64 64 3.457294e-02
2 32 32 2.438398e-07
3 16 16 1.080007e-08
4 8 8 5.989681e-10
1 64 64 3.427025e-02
2 32 32 2.417049e-07
3 16 16 1.070552e-08
4 8 8 5.937234e-10
1 64 64 3.397022e-02
2 32 32 2.395887e-07
3 16 16 1.061179e-08
4 8 8 5.885251e-10
1 64 64 3.367282e-02
2 32 32 2.374910e-07
3 16 16 1.051888e-08
4 8 8 5.833725e-10
1 64 64 3.337802e-02
2 32 32 2.354117e-07
3 16 16 1.042678e-08
4 8 8 5.782645e-10
1 64 64 3.308580e-02
2 32 32 2.333506e-07
3 16 16 1.033549e-08
4 8 8 5.732026e-10
1 64 64 3.279614e-02
2 32 32 2.313076e-07
3 16 16 1.024500e-08
4 8 8 5.681837e-10
1 64 64 3.250901e-02
2 32 32 2.292824e-07
3 16 16 1.015530e-08
4 8 8 5.632093e-10
1 64 64 3.222440e-02
2 32 32 2.272750e-07
3 16 16 1.006639e-08
4 8 8 5.582776e-10
1 64 64 3.194228e-02
2 32 32 2.252852e-07
3 16 16 9.978260e-09
4 8 8 5.533901e-10
1 64 64 3.166263e-02
2 32 32 2.233127e-07
3 16 16 9.890898e-09
4 8 8 5.485456e-10
1 64 64 3.138543e-02
2 32 32 2.213576e-07
3 16 16 9.804301e-09
4 8 8 5.437430e-10
1 64 64 3.111066e-02
2 32 32 2.194196e-07
3 16 16 9.718463e-09
4 8 8 5.389821e-10
1 64 64 3.083829e-02
2 32 32 2.174985e-07
3 16 16 9.633375e-09
4 8 8 5.342629e-10
1 64 64 3.056830e-02
2 32 32 2.155943e-07
3 16 16 9.549033e-09
4 8 8 5.295850e-10
1 64 64 3.030068e-02
2 32 32 2.137067e-07
3 16 16 9.465430e-09
4 8 8 5.249487e-10
1 64 64 3.003541e-02
2 32 32 2.118357e-07
3 16 16 9.382559e-09
4 8 8 5.203532e-10
1 64 64 2.977245e-02
2 32 32 2.099810e-07
3 16 16 9.300412e-09
4 8 8 5.157965e-10
1 64 64 2.951180e-02
2 32 32 2.081426e-07
3 16 16 9.218986e-09
4 8 8 5.112812e-10
1 64 64 2.925343e-02
2 32 32 2.063203e-07
3 16 16 9.138272e-09
4 8 8 5.068044e-10
1 64 64 2.899732e-02
2 32 32 2.045139e-07
3 16 16 9.058265e-09
4 8 8 5.023677e-10
1 64 64 2.874345e-02
2 32 32 2.027234e-07
3 16 16 8.978960e-09
4 8 8 4.979698e-10
1 64 64 2.849181e-02
2 32 32 2.009485e-07
3 16 16 8.900347e-09
4 8 8 4.936099e-10
1 64 64 2.824236e-02
2 32 32 1.991892e-07
3 16 16 8.822424e-09
4 8 8 4.892878e-10
1 64 64 2.799511e-02
2 32 32 1.974452e-07
3 16 16 8.745182e-09
4 8 8 4.850036e-10
1 64 64 2.775001e-02
2 32 32 1.957166e-07
3 16 16 8.668618e-09
4 8 8 4.807579e-10
1 64 64 2.750707e-02
2 32 32 1.940031e-07
3 16 16 8.592723e-09
4 8 8 4.765485e-10
1 64 64 2.726625e-02
2 32 32 1.923045e-07
3 16 16 8.517493e-09
4 8 8 4.723771e-10
1 64 64 2.702754e-02
2 32 32 1.906209e-07
3 16 16 8.442920e-09
4 8 8 4.682403e-10
1 64 64 2.679091e-02
2 32 32 1.889520e-07
3 16 16 8.369003e-09
4 8 8 4.641417e-10
1 64 64 2.655636e-02
2 32 32 1.872977e-07
3 16 16 8.295732e-09
4 8 8 4.600781e-10
1 64 64 2.632387e-02
2 32 32 1.856579e-07
3 16 16 8.223101e-09
4 8 8 4.560495e-10
1 64 64 2.609341e-02
2 32 32 1.840325e-07
3 16 16 8.151108e-09
4 8 8 4.520570e-10
1 64 64 2.586496e-02
2 32 32 1.824212e-07
3 16 16 8.079744e-09
4 8 8 4.480987e-10
1 64 64 2.563852e-02
2 32 32 1.808241e-07
3 16 16 8.009006e-09
4 8 8 4.441769e-10
1 64 64 2.541406e-02
2 32 32 1.792410e-07
3 16 16 7.938887e-09
4 8 8 4.402874e-10
1 64 64 2.519156e-02
2 32 32 1.776717e-07
3 16 16 7.869382e-09
4 8 8 4.364327e-10
1 64 64 2.497101e-02
2 32 32 1.761162e-07
3 16 16 7.800485e-09
4 8 8 4.326124e-10
1 64 64 2.475240e-02
2 32 32 1.745743e-07
3 16 16 7.732192e-09
4 8 8 4.288245e-10
1 64 64 2.453569e-02
2 32 32 1.730459e-07
3 16 16 7.664496e-09
4 8 8 4.250701e-10
1 64 64 2.432089e-02
2 32 32 1.715309e-07
3 16 16 7.597393e-09
4 8 8 4.213492e-10
1 64 64 2.410796e-02
2 32 32 1.700291e-07
3 16 16 7.530878e-09
4 8 8 4.176598e-10
1 64 64 2.389690e-02
2 32 32 1.685405e-07
3 16 16 7.464945e-09
4 8 8 4.140039e-10
1 64 64 2.368769e-02
2 32 32 1.670649e-07
3 16 16 7.399590e-09
4 8 8 4.103792e-10
1 64 64 2.348030e-02
2 32 32 1.656023e-07
3 16 16 7.334805e-09
4 8 8 4.067856e-10
1 64 64 2.327474e-02
2 32 32 1.641524e-07
3 16 16 7.270589e-09
4 8 8 4.032239e-10
1 64 64 2.307097e-02
2 32 32 1.627153e-07
3 16 16 7.206935e-09
4 8 8 3.996946e-10
1 64 64 2.286899e-02
2 32 32 1.612907e-07
3 16 16 7.143838e-09
4 8 8 3.961944e-10
1 64 64 2.266877e-02
2 32 32 1.598786e-07
3 16 16 7.081295e-09
4 8 8 3.927259e-10
1 64 64 2.247031e-02
2 32 32 1.584789e-07
3 16 16 7.019298e-09
4 8 8 3.892879e-10
1 64 64 2.227359e-02
2 32 32 1.570914e-07
3 16 16 6.957843e-09
4 8 8 3.858792e-10
1 64 64 2.207859e-02
2 32 32 1.557161e-07
3 16 16 6.896927e-09
4 8 8 3.825005e-10
1 64 64 2.188529e-02
2 32 32 1.543528e-07
3 16 16 6.836545e-09
4 8 8 3.791526e-10
1 64 64 2.169369e-02
2 32 32 1.530014e-07
3 16 16 6.776691e-09
4 8 8 3.758328e-10
1 64 64 2.150377e-02
2 32 32 1.516619e-07
3 16 16 6.717362e-09
4 8 8 3.725423e-10
1 64 64 2.131550e-02
2 32 32 1.503341e-07
3 16 16 6.658552e-09
4 8 8 3.692811e-10
1 64 64 2.112889e-02
2 32 32 1.490179e-07
3 16 16 6.600256e-09
4 8 8 3.660470e-10
1 64 64 2.094391e-02
2 32 32 1.477133e-07
3 16 16 6.542471e-09
4 8 8 3.628431e-10
1 64 64 2.076055e-02
2 32 32 1.464201e-07
3 16 16 6.485192e-09
4 8 8 3.596657e-10
1 64 64 2.057879e-02
2 32 32 1.451382e-07
3 16 16 6.428415e-09
4 8 8 3.565174e-10
1 64 64 2.039863e-02
2 32 32 1.438675e-07
3 16 16 6.372134e-09
4 8 8 3.533962e-10
1 64 64 2.022004e-02
2 32 32 1.426079e-07
3 16 16 6.316346e-09
4 8 8 3.503027e-10
1 64 64 2.004302e-02
2 32 32 1.413594e-07
3 16 16 6.261047e-09
4 8 8 3.472355e-10
1 64 64 1.986755e-02
2 32 32 1.401218e-07
3 16 16 6.206232e-09
4 8 8 3.441955e-10
1 64 64 1.969361e-02
2 32 32 1.388950e-07
3 16 16 6.151896e-09
4 8 8 3.411812e-10
1 64 64 1.952119e-02
2 32 32 1.376790e-07
3 16 16 6.098037e-09
4 8 8 3.381948e-10
1 64 64 1.935029e-02
2 32 32 1.364737e-07
3 16 16 6.044649e-09
4 8 8 3.352335e-10
1 64 64 1.918088e-02
2 32 32 1.352788e-07
3 16 16 5.991729e-09
4 8 8 3.322988e-10
1 64 64 1.901296e-02
2 32 32 1.340945e-07
3 16 16 5.939271e-09
4 8 8 3.293892e-10
1 64 64 1.884650e-02
2 32 32 1.329205e-07
3 16 16 5.887274e-09
4 8 8 3.265059e-10
1 64 64 1.868150e-02
2 32 32 1.317568e-07
3 16 16 5.835730e-09
4 8 8 3.236474e-10
1 64 64 1.851795e-02
2 32 32 1.306033e-07
3 16 16 5.784639e-09
4 8 8 3.208141e-10
1 64 64 1.835583e-02
2 32 32 1.294598e-07
3 16 16 5.733996e-09
4 8 8 3.180061e-10
1 64 64 1.819512e-02
2 32 32 1.283264e-07
3 16 16 5.683795e-09
4 8 8 3.152209e-10
1 64 64 1.803583e-02
2 32 32 1.272029e-07
3 16 16 5.634034e-09
4 8 8 3.124612e-10
1 64 64 1.787793e-02
2 32 32 1.260893e-07
3 16 16 5.584708e-09
4 8 8 3.097253e-10
1 64 64 1.772141e-02
2 32 32 1.249854e-07
3 16 16 5.535814e-09
4 8 8 3.070144e-10
1 64 64 1.756626e-02
2 32 32 1.238911e-07
3 16 16 5.487348e-09
4 8 8 3.043260e-10
1 64 64 1.741247e-02
2 32 32 1.228065e-07
3 16 16 5.439307e-09
4 8 8 3.016619e-10
1 64 64 1.726003e-02
2 32 32 1.217313e-07
3 16 16 5.391686e-09
4 8 8 2.990203e-10
1 64 64 1.710892e-02
2 32 32 1.206656e-07
3 16 16 5.344483e-09
4 8 8 2.964029e-10
1 64 64 1.695913e-02
2 32 32 1.196092e-07
3 16 16 5.297692e-09
4 8 8 2.938073e-10
1 64 64 1.681066e-02
2 32 32 1.185620e-07
3 16 16 5.251311e-09
4 8 8 2.912353e-10
1 64 64 1.666348e-02
2 32 32 1.175240e-07
3 16 16 5.205336e-09
4 8 8 2.886852e-10
1 64 64 1.651760e-02
2 32 32 1.164951e-07
3 16 16 5.159764e-09
4 8 8 2.861582e-10
1 64 64 1.637299e-02
2 32 32 1.154752e-07
3 16 16 5.114591e-09
4 8 8 2.836530e-10
1 64 64 1.622965e-02
2 32 32 1.144642e-07
3 16 16 5.069814e-09
4 8 8 2.811694e-10
1 64 64 1.608756e-02
2 32 32 1.134621e-07
3 16 16 5.025427e-09
4 8 8 2.787079e-10
1 64 64 1.594671e-02
2 32 32 1.124687e-07
3 16 16 4.981431e-09
4 8 8 2.762672e-10
1 64 64 1.580710e-02
2 32 32 1.114841e-07
3 16 16 4.937818e-09
4 8 8 2.738495e-10
1 64 64 1.566872e-02
2 32 32 1.105081e-07
3 16 16 4.894588e-09
4 8 8 2.714515e-10
1 64 64 1.553154e-02
2 32 32 1.095406e-07
3 16 16 4.851737e-09
4 8 8 2.690742e-10
1 64 64 1.539556e-02
2 32 32 1.085816e-07
3 16 16 4.809260e-09
4 8 8 2.667194e-10
1 64 64 1.526078e-02
2 32 32 1.076309e-07
3 16 16 4.767156e-09
4 8 8 2.643841e-10
1 64 64 1.512717e-02
2 32 32 1.066886e-07
3 16 16 4.725421e-09
4 8 8 2.620705e-10
1 64 64 1.499473e-02
2 32 32 1.057546e-07
3 16 16 4.684050e-09
4 8 8 2.597754e-10
1 64 64 1.486346e-02
2 32 32 1.048287e-07
3 16 16 4.643040e-09
4 8 8 2.575008e-10
1 64 64 1.473333e-02
2 32 32 1.039110e-07
3 16 16 4.602391e-09
4 8 8 2.552453e-10
1 64 64 1.460434e-02
2 32 32 1.030012e-07
3 16 16 4.562098e-09
4 8 8 2.530124e-10
1 64 64 1.447648e-02
2 32 32 1.020995e-07
3 16 16 4.522158e-09
4 8 8 2.507967e-10
1 64 64 1.434975e-02
2 32 32 1.012056e-07
3 16 16 4.482566e-09
4 8 8 2.486012e-10
1 64 64 1.422412e-02
2 32 32 1.003195e-07
3 16 16 4.443322e-09
4 8 8 2.464249e-10
1 64 64 1.409959e-02
2 32 32 9.944126e-08
3 16 16 4.404422e-09
4 8 8 2.442666e-10
1 64 64 1.397615e-02
2 32 32 9.857067e-08
3 16 16 4.365861e-09
4 8 8 2.421284e-10
1 64 64 1.385379e-02
2 32 32 9.770769e-08
3 16 16 4.327639e-09
4 8 8 2.400091e-10
1 64 64 1.373250e-02
2 32 32 9.685227e-08
3 16 16 4.289751e-09
4 8 8 2.379073e-10
1 64 64 1.361227e-02
2 32 32 9.600434e-08
3 16 16 4.252195e-09
4 8 8 2.358247e-10
1 64 64 1.349310e-02
2 32 32 9.516384e-08
3 16 16 4.214968e-09
4 8 8 2.337603e-10
1 64 64 1.337497e-02
2 32 32 9.433069e-08
3 16 16 4.178065e-09
4 8 8 2.317132e-10
1 64 64 1.325787e-02
2 32 32 9.350483e-08
3 16 16 4.141487e-09
4 8 8 2.296853e-10
1 64 64 1.314180e-02
2 32 32 9.268621e-08
3 16 16 4.105229e-09
4 8 8 2.276744e-10
1 64 64 1.302675e-02
2 32 32 9.187476e-08
3 16 16 4.069288e-09
4 8 8 2.256814e-10
1 64 64 1.291270e-02
2 32 32 9.107040e-08
3 16 16 4.033662e-09
4 8 8 2.237047e-10
1 64 64 1.279965e-02
2 32 32 9.027309e-08
3 16 16 3.998348e-09
4 8 8 2.217467e-10
1 64 64 1.268760e-02
2 32 32 8.948276e-08
3 16 16 3.963343e-09
4 8 8 2.198058e-10
1 64 64 1.257652e-02
2 32 32 8.869935e-08
3 16 16 3.928644e-09
4 8 8 2.178812e-10
1 64 64 1.246641e-02
2 32 32 8.792280e-08
3 16 16 3.894249e-09
4 8 8 2.159728e-10
1 64 64 1.235727e-02
2 32 32 8.715305e-08
3 16 16 3.860156e-09
4 8 8 2.140826e-10
1 64 64 1.224908e-02
2 32 32 8.639004e-08
3 16 16 3.826361e-09
4 8 8 2.122087e-10
1 64 64 1.214185e-02
2 32 32 8.563370e-08
3 16 16 3.792862e-09
4 8 8 2.103511e-10
1 64 64 1.203555e-02
2 32 32 8.488399e-08
3 16 16 3.759656e-09
4 8 8 2.085093e-10
1 64 64 1.193018e-02
2 32 32 8.414084e-08
3 16 16 3.726740e-09
4 8 8 2.066837e-10
1 64 64 1.182573e-02
2 32 32 8.340420e-08
3 16 16 3.694112e-09
4 8 8 2.048736e-10
1 64 64 1.172220e-02
2 32 32 8.267401e-08
3 16 16 3.661771e-09
4 8 8 2.030799e-10
1 64 64 1.161957e-02
2 32 32 8.195021e-08
3 16 16 3.629713e-09
4 8 8 2.013025e-10
1 64 64 1.151784e-02
2 32 32 8.123275e-08
3 16 16 3.597935e-09
4 8 8 1.995398e-10
1 64 64 1.141701e-02
2 32 32 8.052156e-08
3 16 16 3.566436e-09
4 8 8 1.977932e-10
1 64 64 1.131705e-02
2 32 32 7.981661e-08
3 16 16 3.535213e-09
4 8 8 1.960617e-10
1 64 64 1.121797e-02
2 32 32 7.911783e-08
3 16 16 3.504263e-09
4 8 8 1.943450e-10
1 64 64 1.111976e-02
2 32 32 7.842516e-08
3 16 16 3.473583e-09
4 8 8 1.926443e-10
1 64 64 1.102241e-02
2 32 32 7.773856e-08
3 16 16 3.443173e-09
4 8 8 1.909571e-10
1 64 64 1.092591e-02
2 32 32 7.705797e-08
3 16 16 3.413027e-09
4 8 8 1.892847e-10
1 64 64 1.083026e-02
2 32 32 7.638334e-08
3 16 16 3.383148e-09
4 8 8 1.876282e-10
1 64 64 1.073544e-02
2 32 32 7.571461e-08
3 16 16 3.353528e-09
4 8 8 1.859859e-10
1 64 64 1.064145e-02
2 32 32 7.505174e-08
3 16 16 3.324169e-09
4 8 8 1.843571e-10
1 64 64 1.054829e-02
2 32 32 7.439467e-08
3 16 16 3.295066e-09
4 8 8 1.827435e-10
1 64 64 1.045594e-02
2 32 32 7.374336e-08
3 16 16 3.266218e-09
4 8 8 1.811425e-10
1 64 64 1.036440e-02
2 32 32 7.309775e-08
3 16 16 3.237623e-09
4 8 8 1.795572e-10
1 64 64 1.027366e-02
2 32 32 7.245778e-08
3 16 16 3.209278e-09
4 8 8 1.779854e-10
1 64 64 1.018372e-02
2 32 32 7.182343e-08
3 16 16 3.181181e-09
4 8 8 1.764273e-10
1 64 64 1.009456e-02
2 32 32 7.119462e-08
3 16 16 3.153331e-09
4 8 8 1.748820e-10
1 64 64 1.000618e-02
2 32 32 7.057132e-08
3 16 16 3.125724e-09
4 8 8 1.733518e-10
1 64 64 9.918581e-03
2 32 32 6.995348e-08
3 16 16 3.098358e-09
4 8 8 1.718338e-10
1 64 64 9.831746e-03
2 32 32 6.934105e-08
3 16 16 3.071232e-09
4 8 8 1.703285e-10
1 64 64 9.745670e-03
2 32 32 6.873398e-08
3 16 16 3.044345e-09
4 8 8 1.688385e-10
1 64 64 9.660349e-03
2 32 32 6.813222e-08
3 16 16 3.017692e-09
4 8 8 1.673602e-10
1 64 64 9.575774e-03
2 32 32 6.753574e-08
3 16 16 2.991272e-09
4 8 8 1.658947e-10
1 64 64 9.491939e-03
2 32 32 6.694447e-08
3 16 16 2.965084e-09
4 8 8 1.644427e-10
1 64 64 9.408839e-03
2 32 32 6.635838e-08
3 16 16 2.939126e-09
4 8 8 1.630034e-10
1 64 64 9.326466e-03
2 32 32 6.577742e-08
3 16 16 2.913394e-09
4 8 8 1.615762e-10
1 64 64 9.244814e-03
2 32 32 6.520155e-08
3 16 16 2.887888e-09
4 8 8 1.601617e-10
1 64 64 9.163878e-03
2 32 32 6.463072e-08
3 16 16 2.862603e-09
4 8 8 1.587587e-10
1 64 64 9.083649e-03
2 32 32 6.406489e-08
3 16 16 2.837542e-09
4 8 8 1.573697e-10
1 64 64 9.004123e-03
2 32 32 6.350401e-08
3 16 16 2.812700e-09
4 8 8 1.559911e-10
1 64 64 8.925294e-03
2 32 32 6.294804e-08
3 16 16 2.788075e-09
4 8 8 1.546253e-10
1 64 64 8.847154e-03
2 32 32 6.239694e-08
3 16 16 2.763666e-09
4 8 8 1.532719e-10
1 64 64 8.769699e-03
2 32 32 6.185067e-08
3 16 16 2.739471e-09
4 8 8 1.519308e-10
1 64 64 8.692922e-03
2 32 32 6.130917e-08
3 16 16 2.715487e-09
4 8 8 1.505999e-10
1 64 64 8.616816e-03
2 32 32 6.077242e-08
3 16 16 2.691713e-09
4 8 8 1.492812e-10
1 64 64 8.541378e-03
2 32 32 6.024037e-08
3 16 16 2.668147e-09
4 8 8 1.479746e-10
1 64 64 8.466599e-03
2 32 32 5.971297e-08
3 16 16 2.644789e-09
4 8 8 1.466793e-10
1 64 64 8.392476e-03
2 32 32 5.919019e-08
3 16 16 2.621634e-09
4 8 8 1.453955e-10
1 64 64 8.319001e-03
2 32 32 5.867199e-08
3 16 16 2.598681e-09
4 8 8 1.441216e-10
1 64 64 8.246169e-03
2 32 32 5.815833e-08
3 16 16 2.575930e-09
4 8 8 1.428601e-10
1 64 64 8.173975e-03
2 32 32 5.764916e-08
3 16 16 2.553379e-09
4 8 8 1.416099e-10
1 64 64 8.102414e-03
2 32 32 5.714445e-08
3 16 16 2.531025e-09
4 8 8 1.403700e-10
1 64 64 8.031478e-03
2 32 32 5.664416e-08
3 16 16 2.508865e-09
4 8 8 1.391410e-10
1 64 64 7.961164e-03
2 32 32 5.614825e-08
3 16 16 2.486901e-09
4 8 8 1.379226e-10
1 64 64 7.891465e-03
2 32 32 5.565668e-08
3 16 16 2.465128e-09
4 8 8 1.367145e-10
1 64 64 7.822377e-03
2 32 32 5.516941e-08
3 16 16 2.443547e-09
4 8 8 1.355183e-10
1 64 64 7.753893e-03
2 32 32 5.468641e-08
3 16 16 2.422154e-09
4 8 8 1.343320e-10
1 64 64 7.686009e-03
2 32 32 5.420764e-08
3 16 16 2.400948e-09
4 8 8 1.331557e-10
1 64 64 7.618719e-03
2 32 32 5.373306e-08
3 16 16 2.379929e-09
4 8 8 1.319898e-10
1 64 64 7.552019e-03
2 32 32 5.326264e-08
3 16 16 2.359093e-09
4 8 8 1.308343e-10
1 64 64 7.485902e-03
2 32 32 5.279633e-08
3 16 16 2.338438e-09
4 8 8 1.296879e-10
1 64 64 7.420364e-03
2 32 32 5.233411e-08
3 16 16 2.317966e-09
4 8 8 1.285531e-10
1 64 64 7.355400e-03
2 32 32 5.187593e-08
3 16 16 2.297672e-09
4 8 8 1.274273e-10
1 64 64 7.291005e-03
2 32 32 5.142177e-08
3 16 16 2.277558e-09
4 8 8 1.263127e-10
1 64 64 7.227173e-03
2 32 32 5.097157e-08
3 16 16 2.257617e-09
4 8 8 1.252065e-10
1 64 64 7.163900e-03
2 32 32 5.052533e-08
3 16 16 2.237852e-09
4 8 8 1.241097e-10
1 64 64 7.101181e-03
2 32 32 5.008299e-08
3 16 16 2.218260e-09
4 8 8 1.230235e-10
1 64 64 7.039012e-03
2 32 32 4.964452e-08
3 16 16 2.198840e-09
4 8 8 1.219463e-10
1 64 64 6.977386e-03
2 32 32 4.920989e-08
3 16 16 2.179589e-09
4 8 8 1.208797e-10
1 64 64 6.916300e-03
2 32 32 4.877906e-08
3 16 16 2.160507e-09
4 8 8 1.198214e-10
1 64 64 6.855749e-03
2 32 32 4.835201e-08
3 16 16 2.141592e-09
4 8 8 1.187716e-10
1 64 64 6.795728e-03
2 32 32 4.792869e-08
3 16 16 2.122843e-09
4 8 8 1.177326e-10
1 64 64 6.736233e-03
2 32 32 4.750909e-08
3 16 16 2.104258e-09
4 8 8 1.167012e-10
1 64 64 6.677258e-03
2 32 32 4.709315e-08
3 16 16 2.085835e-09
4 8 8 1.156796e-10
1 64 64 6.618800e-03
2 32 32 4.668086e-08
3 16 16 2.067574e-09
4 8 8 1.146662e-10
1 64 64 6.560853e-03
2 32 32 4.627217e-08
3 16 16 2.049473e-09
4 8 8 1.136625e-10
1 64 64 6.503414e-03
2 32 32 4.586707e-08
3 16 16 2.031530e-09
4 8 8 1.126677e-10
1 64 64 6.446478e-03
2 32 32 4.546551e-08
3 16 16 2.013744e-09
4 8 8 1.116816e-10
1 64 64 6.390040e-03
2 32 32 4.506747e-08
3 16 16 1.996114e-09
4 8 8 1.107038e-10
1 64 64 6.334096e-03
2 32 32 4.467291e-08
3 16 16 1.978639e-09
4 8 8 1.097341e-10
1 64 64 6.278642e-03
2 32 32 4.428180e-08
3 16 16 1.961315e-09
4 8 8 1.087738e-10
1 64 64 6.223674e-03
2 32 32 4.389412e-08
3 16 16 1.944145e-09
4 8 8 1.078212e-10
1 64 64 6.169186e-03
2 32 32 4.350984e-08
3 16 16 1.927124e-09
4 8 8 1.068774e-10
1 64 64 6.115176e-03
2 32 32 4.312891e-08
3 16 16 1.910252e-09
4 8 8 1.059414e-10
1 64 64 6.061639e-03
2 32 32 4.275133e-08
3 16 16 1.893528e-09
4 8 8 1.050145e-10
1 64 64 6.008570e-03
2 32 32 4.237705e-08
3 16 16 1.876951e-09
4 8 8 1.040948e-10
1 64 64 5.955966e-03
2 32 32 4.200604e-08
3 16 16 1.860519e-09
4 8 8 1.031832e-10
